Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2015-05-25 08:59:47,39,Femake,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,No,Yes,Very difficult,Maybe,No,No,No,Maybe,No,Yes,No,
2015-05-25 18:59:00,30,Trans woman,United States,NY,No,No,No,Never,100-500,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Yes,No,
2015-05-26 04:58:13,24,Female ,United States,TN,No,No,No,nan,More than 1000,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,Maybe,Some of them,Yes,No,Maybe,No,No,
2015-05-26 14:57:26,50,non-binary,United States,MN,No,No,No,Sometimes,6-25,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,Maybe,No,No,
2015-05-27 00:56:39,32,f,United States,WA,No,No,Yes,Sometimes,6-25,No,Yes,No,No,No,Don't know,Don't know,Don't know,No,Maybe,Yes,Some of them,No,No,No,No,
2015-05-27 10:55:52,32,female ,United States,IN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,No,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-05-27 20:55:05,31,M,United Kingdom,,No,No,No,Never,26-100,No,No,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,Yes,Yes,No,
2015-05-28 06:54:18,33,maile,United States,OH,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,
2015-05-28 16:53:31,30,Guy (-ish) ^_^,United States,IL,Yes,No,Yes,nan,26-100,No,Yes,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Yes,Maybe,Yes,Don't know,No,
2015-05-29 02:52:44,27,F,Canada,,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,
2015-05-29 12:51:57,28,male,United States,PA,No,Yes,Yes,nan,26-100,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No,Yes,Some of them,Maybe,Yes,No,No,
2015-05-29 22:51:10,31,Cis Male,United States,CA,No,Yes,No,Never,100-500,Yes,Yes,Don't know,Not sure,No,Don't know,Yes,Don't know,Maybe,No,No,Yes,No,No,No,No,
2015-05-30 08:50:23,28,Make,Germany,,nan,Yes,Yes,nan,More than 1000,No,Yes,No,No,Don't know,No,Don't know,Don't know,Yes,No,Yes,Yes,No,No,Yes,No,
2015-05-30 18:49:36,27,Female (trans),United States,IN,No,No,No,Rarely,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-05-31 04:48:49,32,Male-ish,United States,MN,No,No,No,nan,100-500,No,Yes,No,Not sure,No,No,Yes,Very difficult,No,No,No,Yes,No,No,Don't know,No,
2015-05-31 14:48:02,30,F,United States,GA,No,Yes,No,Sometimes,More than 1000,No,No,Yes,No,No,Don't know,Yes,Very difficult,No,No,No,No,No,Maybe,Don't know,Yes,
2015-06-01 00:47:15,42,Man,United States,PA,No,No,Yes,Often,More than 1000,No,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-06-01 10:46:28,18,Female ,United States,MN,No,Yes,Yes,nan,More than 1000,No,No,Yes,No,No,No,Don't know,Very difficult,No,No,Some of them,No,No,No,Yes,No,
2015-06-01 20:45:41,39,Make,Canada,,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Very easy,No,Yes,No,Yes,Maybe,No,No,No,
2015-06-02 06:44:54,40,Man,United States,TX,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,
2015-06-02 16:44:07,18,Cis Female,United States,MN,No,No,No,Never,26-100,Yes,Yes,Don't know,No,Yes,No,Yes,Don't know,Maybe,No,No,Some of them,Maybe,No,Yes,Yes,
2015-06-03 02:43:20,29,Male,United States,WA,No,No,No,nan,1-5,No,No,No,No,Yes,No,No,Somewhat difficult,No,No,Some of them,Some of them,No,No,Don't know,Yes,Thanks for doing this survey. It helps end the stigma!
2015-06-03 12:42:33,29,Male,United States,TX,No,No,Yes,Rarely,100-500,Yes,No,Don't know,Yes,No,Don't know,Yes,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes,
2015-06-03 22:41:46,22,Man,United Kingdom,,No,No,No,Never,More than 1000,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,Yes,
2015-06-04 08:40:59,26,male,United States,CA,No,No,No,Sometimes,26-100,No,Yes,No,Yes,Don't know,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,
2015-06-04 18:40:12,24,m,United States,WA,No,No,No,Sometimes,6-25,No,Yes,Yes,No,Don't know,Don't know,No,Don't know,No,No,Yes,Yes,No,Maybe,No,No,
2015-06-05 04:39:25,44,Male-ish,United States,NC,No,No,No,nan,26-100,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,No,Yes,No,No,No,Yes,No,
2015-06-05 14:38:39,38,Genderqueer,United States,MA,No,No,Yes,Sometimes,More than 1000,No,Yes,No,No,Don't know,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,
2015-06-06 00:37:52,40,Woman,United States,OH,No,No,Yes,Rarely,26-100,No,No,Don't know,Yes,Yes,No,Yes,Don't know,No,No,No,Yes,No,No,Yes,No,
2015-06-06 10:37:05,37,f,Canada,,No,Yes,No,nan,More than 1000,Yes,Yes,Yes,Not sure,No,No,Don't know,Don't know,No,No,Yes,No,No,Maybe,Don't know,No,Our health plan has covered my psychotherapy and antidepressant medication. Manager has been discreet throughout.
2015-06-06 20:36:18,24,cis male,United States,WA,Yes,No,Yes,Sometimes,6-25,No,Yes,Yes,Not sure,Yes,No,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,Yes,
2015-06-07 06:35:31,28,Agender,United States,IN,No,Yes,Yes,Rarely,500-1000,No,Yes,Don't know,No,Don't know,No,Yes,Don't know,Maybe,No,Yes,Some of them,No,Maybe,No,No,
2015-06-07 16:34:44,35,Female,United States,GA,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Yes,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,
2015-06-08 02:33:57,23,M,United Kingdom,,No,No,Yes,Rarely,1-5,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,No,No,Some of them,No,Yes,Maybe,Don't know,No,
2015-06-08 12:33:10,36,female ,United States,OH,No,No,Yes,Sometimes,1-5,No,Yes,No,No,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,Don't know,No,
2015-06-08 22:32:23,30,m,United Kingdom,,No,Yes,Yes,Often,More than 1000,No,No,No,Yes,Yes,No,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,Yes,
2015-06-09 08:31:36,29,Male-ish,Canada,,Yes,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,
2015-06-09 18:30:49,36,f,Germany,,No,No,Yes,Never,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Don't know,Yes,Thanks for doing this survey. It helps end the stigma!
2015-06-10 04:30:02,35,Androgyne,United States,PA,No,No,No,Rarely,More than 1000,Yes,Yes,No,No,No,Yes,Don't know,Very difficult,No,No,Some of them,No,No,Maybe,Yes,No,
2015-06-10 14:29:15,29,f,United States,OR,No,No,No,Sometimes,26-100,Yes,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,No,
2015-06-11 00:28:28,40,cis-female/femme,Germany,,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,Maybe,No,Yes,No,No,No,Yes,
2015-06-11 10:27:41,24,Female (trans),New Zealand,,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat difficult,Maybe,Yes,No,Yes,No,No,Don't know,No,
2015-06-11 20:26:54,36,Cis Male,Netherlands,,No,No,No,Rarely,More than 1000,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,Yes,Yes,Some of them,Yes,Yes,Yes,Don't know,No,
2015-06-12 06:26:07,36,Make,United States,TN,No,Yes,No,Sometimes,More than 1000,No,No,Yes,No,No,No,Yes,Very easy,Yes,Maybe,Some of them,No,Maybe,Yes,Don't know,No,
2015-06-12 16:25:20,29,Female,United States,OR,No,No,No,Often,26-100,No,Yes,No,No,No,Yes,Don't know,Don't know,No,Yes,No,Some of them,Maybe,No,Don't know,No,
2015-06-13 02:24:33,34,female,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,In small startups it is hard to keep mental health issues private.
2015-06-13 12:23:46,23,Female,United Kingdom,,Yes,No,No,Never,6-25,No,No,Yes,Not sure,Yes,Don't know,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-06-13 22:22:59,38,Agender,United States,TN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Yes,Yes,
2015-06-14 08:22:12,30,Trans-female,United States,MN,No,Yes,Yes,Often,26-100,No,No,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,No,No,No,
2015-06-14 18:21:25,28,Female ,Germany,,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,No,No,Yes,No,Don't know,Somewhat difficult,No,Maybe,Some of them,No,No,No,Don't know,No,
2015-06-15 04:20:38,39,cis male,United States,GA,No,Yes,No,nan,6-25,No,Yes,No,Yes,Don't know,No,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes,
2015-06-15 14:19:51,27,Enby,Germany,,No,No,No,nan,100-500,No,No,Don't know,Yes,No,No,Don't know,Very easy,Yes,Maybe,No,No,No,Yes,Don't know,Yes,
2015-06-16 00:19:04,22,Trans woman,United States,MI,No,Yes,Yes,Sometimes,6-25,Yes,No,No,No,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,
2015-06-16 10:18:17,21,Enby,United States,TN,No,Yes,Yes,Rarely,More than 1000,No,Yes,No,Not sure,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Don't know,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-06-16 20:17:30,36,Male,United States,IN,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,No,No,No,Don't know,No,
2015-06-17 06:16:43,23,female ,Canada,,No,Yes,No,Never,1-5,No,Yes,Don't know,Not sure,No,Yes,Don't know,Don't know,No,Maybe,Some of them,Some of them,No,No,Don't know,No,
2015-06-17 16:15:56,44,male,United States,IN,No,Yes,Yes,Often,More than 1000,No,No,Don't know,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,
2015-06-18 02:15:09,18,maile,United States,NY,No,No,Yes,Rarely,26-100,Yes,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,Yes,Maybe,No,Some of them,No,No,Yes,No,
2015-06-18 12:14:22,43,male,France,,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Not sure,No,No,Don't know,Very easy,Yes,Maybe,No,Yes,No,No,No,No,
2015-06-18 22:13:35,33,Female ,United States,TN,No,No,No,Sometimes,26-100,No,Yes,Don't know,Not sure,Don't know,No,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,No,No,
2015-06-19 08:12:48,31,cis-female/femme,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Yes,No,No,Yes,Maybe,Maybe,Don't know,No,
2015-06-19 18:12:01,28,m,United States,OR,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No,Thanks for doing this survey. It helps end the stigma!
2015-06-20 04:11:14,34,Guy (-ish) ^_^,United States,PA,No,Yes,Yes,Often,500-1000,No,Yes,No,Not sure,Yes,Don't know,Don't know,Very difficult,No,No,No,No,No,No,Yes,No,
2015-06-20 14:10:27,31,F,United Kingdom,,No,No,No,Never,26-100,No,No,Yes,Not sure,No,Yes,No,Don't know,Yes,No,No,No,No,Maybe,No,No,
2015-06-21 00:09:40,39,Guy (-ish) ^_^,United States,NC,Yes,No,Yes,Often,26-100,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Some of them,No,No,No,No,
2015-06-21 10:08:53,32,m,United States,OH,No,No,Yes,Sometimes,100-500,No,No,Don't know,No,No,Yes,No,Don't know,No,No,No,No,Maybe,No,Yes,No,
2015-06-21 20:08:06,33,Female,United States,IL,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,Maybe,Yes,Yes,No,
2015-06-22 06:07:19,29,non-binary,United Kingdom,,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,No,Yes,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,
2015-06-22 16:06:32,31,M,United States,TN,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,No,No,Yes,Don't know,No,
2015-06-23 02:05:45,34,M,United States,IL,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,Yes,Yes,No,Maybe,Don't know,No,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-06-23 12:04:58,20,Male-ish,United States,PA,No,No,No,nan,6-25,Yes,Yes,Yes,No,Yes,No,Yes,Very difficult,Maybe,Maybe,No,Yes,No,No,Yes,No,
2015-06-23 22:04:11,22,Trans woman,United States,IL,No,Yes,No,nan,1-5,Yes,Yes,Yes,Not sure,No,Yes,Yes,Somewhat easy,No,Maybe,No,Yes,No,No,No,Yes,
2015-06-24 08:03:24,37,Femake,United States,MN,No,Yes,No,Never,100-500,No,No,Yes,No,Don't know,Don't know,No,Somewhat easy,No,No,Some of them,No,No,Maybe,Don't know,No,
2015-06-24 18:02:37,33,cis-female/femme,United States,PA,No,Yes,No,Never,6-25,No,No,No,Yes,No,No,Don't know,Don't know,No,Maybe,No,Yes,No,No,No,No,
2015-06-25 04:01:50,30,Guy (-ish) ^_^,Canada,,Yes,No,No,Sometimes,6-25,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Yes,Maybe,Yes,Don't know,No,
2015-06-25 14:01:04,32,Female ,United States,MN,No,Yes,No,nan,26-100,Yes,No,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,Yes,No,No,Don't know,No,
2015-06-26 00:00:17,34,Male,Australia,,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,No,No,No,No,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,
2015-06-26 09:59:30,28,female ,India,,No,No,Yes,nan,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,Yes,No,Maybe,No,No,In small startups it is hard to keep mental health issues private.
2015-06-26 19:58:43,26,Agender,United States,TN,No,Yes,No,Never,26-100,Yes,No,Don't know,No,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-06-27 05:57:56,33,Female ,United States,PA,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Maybe,Maybe,Yes,No,
2015-06-27 15:57:09,25,Androgyne,United States,GA,No,Yes,No,nan,26-100,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,No,
2015-06-28 01:56:22,34,Trans-female,Canada,,No,No,No,Sometimes,More than 1000,Yes,Yes,No,No,No,Don't know,Yes,Somewhat difficult,No,No,No,Yes,No,No,Yes,No,
2015-06-28 11:55:35,20,m,United States,TN,No,No,Yes,Rarely,500-1000,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Yes,No,No,
2015-06-28 21:54:48,39,Androgyne,United States,NC,No,No,No,Rarely,More than 1000,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-06-29 07:54:01,35,M,United States,MN,No,No,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,Yes,No,Some of them,Maybe,No,No,No,
2015-06-29 17:53:14,33,Cis Female,Germany,,No,Yes,Yes,Never,More than 1000,Yes,Yes,Yes,No,No,Don't know,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,No,No,Thanks for doing this survey. It helps end the stigma!
2015-06-30 03:52:27,38,Cis Male,Canada,,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,No,Some of them,Maybe,No,Don't know,Yes,
2015-06-30 13:51:40,43,Male,United States,GA,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Some of them,Maybe,Maybe,No,No,
2015-06-30 23:50:53,39,female,United Kingdom,,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,No,No,Don't know,Very difficult,No,No,Yes,Some of them,Maybe,Maybe,Don't know,No,
2015-07-01 09:50:06,19,cis male,United States,NY,No,No,No,nan,500-1000,Yes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Yes,Some of them,Yes,Maybe,No,Don't know,No,
2015-07-01 19:49:19,23,f,United States,NY,No,No,No,Sometimes,1-5,No,Yes,Don't know,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,No,No,No,Maybe,Yes,No,
2015-07-02 05:48:32,27,Woman,Netherlands,,nan,No,Yes,Sometimes,6-25,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,Maybe,No,Yes,No,
2015-07-02 15:47:45,32,male,United States,PA,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Yes,Yes,No,No,Don't know,No,Maybe,Yes,Some of them,No,No,Don't know,No,
2015-07-03 01:46:58,35,m,United States,IN,No,No,Yes,Sometimes,6-25,Yes,No,No,Yes,No,No,No,Somewhat easy,No,No,No,Some of them,No,No,Don't know,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-07-03 11:46:11,26,Woman,United States,NC,No,No,No,Sometimes,1-5,No,Yes,Don't know,Yes,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,No,No,
2015-07-03 21:45:24,33,Male-ish,Netherlands,,No,Yes,No,nan,1-5,No,Yes,Yes,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,No,No,Maybe,No,No,
2015-07-04 07:44:37,26,Trans-female,Canada,,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,
2015-07-04 17:43:50,27,Femake,United Kingdom,,nan,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No,No,No,No,No,Yes,No,
2015-07-05 03:43:03,22,fluid,Canada,,Yes,No,Yes,Sometimes,More than 1000,No,No,Don't know,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,
2015-07-05 13:42:16,329,cis-female/femme,United States,GA,Yes,No,Yes,Often,More than 1000,No,Yes,Don't know,Yes,Yes,Yes,Don't know,Don't know,No,No,No,No,No,Maybe,Don't know,No,
2015-07-05 23:41:29,22,female,United States,NY,No,Yes,No,nan,26-100,No,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,No,No,Yes,Yes,No,
2015-07-06 09:40:42,25,Femake,United States,OH,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Yes,Some of them,No,Maybe,Yes,Yes,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-07-06 19:39:55,39,Make,United States,IN,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Not sure,No,No,Yes,Very difficult,Maybe,Yes,Yes,No,No,Maybe,Don't know,Yes,
2015-07-07 05:39:08,25,cis male,United States,GA,Yes,No,No,Sometimes,6-25,No,Yes,No,No,Yes,Yes,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,
2015-07-07 15:38:21,50,Genderqueer,Australia,,Yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,Some of them,No,Maybe,Don't know,No,
2015-07-08 01:37:34,35,female,United States,OH,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Yes,No,No,Maybe,Yes,No,
2015-07-08 11:36:47,33,Genderqueer,United States,NC,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,
2015-07-08 21:36:00,25,Enby,United States,NC,No,No,Yes,Sometimes,More than 1000,No,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,
2015-07-09 07:35:13,36,fluid,United States,NY,No,Yes,Yes,Never,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,
2015-07-09 17:34:26,27,Agender,Australia,,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Yes,No,Maybe,Yes,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-07-10 03:33:39,32,female,United States,NY,Yes,No,No,nan,100-500,Yes,No,Don't know,No,No,No,Yes,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,
2015-07-10 13:32:52,49,cis male,United States,MA,No,No,No,nan,100-500,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Maybe,No,Some of them,Some of them,Yes,Maybe,Don't know,No,
2015-07-10 23:32:05,31,Female ,Canada,,Yes,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-07-11 09:31:18,40,Guy (-ish) ^_^,United States,MA,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Very easy,No,No,No,No,Maybe,Maybe,Yes,No,
2015-07-11 19:30:31,27,Female ,United States,TN,No,Yes,No,Never,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,
2015-07-12 05:29:44,31,cis-female/femme,United States,PA,No,No,No,Never,More than 1000,No,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Yes,No,
2015-07-12 15:28:57,44,cis-female/femme,United States,TX,No,Yes,Yes,Often,26-100,No,Yes,Yes,Not sure,Don't know,Yes,Yes,Very difficult,Maybe,No,Some of them,No,Yes,No,Don't know,No,
2015-07-13 01:28:10,27,Guy (-ish) ^_^,South Africa,,No,Yes,Yes,Never,100-500,No,No,Yes,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,No,No,No,Yes,No,In small startups it is hard to keep mental health issues private.
2015-07-13 11:27:23,44,Male (CIS),Canada,,No,No,No,nan,26-100,Yes,No,No,Yes,No,No,Yes,Don't know,No,No,Yes,No,No,No,No,No,
2015-07-13 21:26:36,36,female,United States,GA,No,No,No,nan,6-25,Yes,Yes,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,Yes,No,Yes,Yes,No,
2015-07-14 07:25:49,28,Cis Male,Canada,,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,Yes,No,Yes,Some of them,No,No,No,No,
2015-07-14 17:25:02,36,Androgyne,United States,TX,No,No,Yes,Rarely,500-1000,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,No,No,No,
2015-07-15 03:24:15,38,Male-ish,United States,NY,No,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,Maybe,No,No,No,Maybe,No,No,
2015-07-15 13:23:28,36,Cis Male,United States,IL,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,No,Maybe,No,Don't know,Yes,
2015-07-15 23:22:42,21,Male,United States,NY,No,Yes,Yes,Never,26-100,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Yes,Maybe,Maybe,No,No,
2015-07-16 09:21:55,26,Femake,United States,NC,No,No,No,Sometimes,6-25,No,Yes,Don't know,No,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,Thanks for doing this survey. It helps end the stigma!
2015-07-16 19:21:08,30,female ,United Kingdom,,No,Yes,No,nan,More than 1000,No,No,Don't know,Yes,No,Yes,Yes,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,
2015-07-17 05:20:21,31,Male-ish,Australia,,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,Some of them,Yes,No,No,Don't know,No,
2015-07-17 15:19:34,36,M,United States,MA,No,No,Yes,Never,More than 1000,Yes,Yes,No,No,Yes,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Yes,No,No,
2015-07-18 01:18:47,33,Female,United States,TN,No,Yes,No,Rarely,1-5,No,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Yes,No,
2015-07-18 11:18:00,22,cis male,United States,NC,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,Yes,No,No,Maybe,Don't know,No,
2015-07-18 21:17:13,34,Femake,United States,NY,No,No,No,Never,6-25,Yes,Yes,No,Yes,No,No,Don't know,Very easy,No,Yes,No,No,No,Maybe,No,No,
2015-07-19 07:16:26,36,Female ,United States,OR,No,No,No,nan,1-5,No,Yes,Don't know,Yes,Don't know,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,No,Don't know,No,
2015-07-19 17:15:39,35,Guy (-ish) ^_^,United States,IN,No,No,Yes,Rarely,26-100,No,Yes,Don't know,No,Yes,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,No,Don't know,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
